Authors;Author(s) ID;Title;Year;Source title;Volume;Issue;Art. No.;Page start;Page end;Page count;Cited by;DOI;Link;Affiliations;Authors with affiliations;Abstract;Author Keywords;Index Keywords;Document Type;Publication Stage;Access Type;Source;EID;label
Murt G.E.;"6504124959;";Automation in the hydrographic department;1971;Cartographic Journal;8;1;;30;38;;;10.1179/caj.1971.8.1.30;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974909226&doi=10.1179%2fcaj.1971.8.1.30&partnerID=40&md5=c2e282a1dc592d7d7064b9a6f06e524d;Hydrographic Department, Taunton, United States;Murt, G.E., Hydrographic Department, Taunton, United States;The increasing use of automation, both on board ship and in the offices of the Hydrographic Department, is covered in this paper. At sea Automatic Data Logging should give the surveyor a better opportunity to check survey data before passing it to the office. Here considerable advantages are already being derived in the production of hyperbolic lattices and chart borders. © 1971 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84974909226;1
Kember I.D.;"57189719791;";Some distinctive features of marine cartography;1971;Cartographic Journal;8;1;;13;20;;;10.1179/caj.1971.8.1.13;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974883956&doi=10.1179%2fcaj.1971.8.1.13&partnerID=40&md5=dffa60054fbf58446d93d4440d3d98ee;Hydrographic Department, Taunton, United States;Kember, I.D., Hydrographic Department, Taunton, United States;"The small circle represents the small world of marine carto­graphy; the large circle is the great cartographic world outside—general cartography and all manner of non-marine specialisations. The overlap between the circles is considerable, for the marine cartographer depicts the same world as his colleagues working in other departments of cartography, and he shares most of their problems. However, this paper is concerned with differences rather than similarities and its subject is that part of the small circle that lies outside the larger one; this area represents all that is distinctive and nonconformist in marine cartography. © 1971 British Cartographic Society.";;;Article;Final;;Scopus;2-s2.0-84974883956;1
Connelly D.S.;"57189723262;";An experiment in contour map smoothing on the ECU automated contouring system;1971;Cartographic Journal;8;1;;59;66;;7;10.1179/caj.1971.8.1.59;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963318711&doi=10.1179%2fcaj.1971.8.1.59&partnerID=40&md5=cfb12edf2099ecee2f73f2f23ae8296b;Pennsylvania Research Associates, Whitesboro, NY, United States;Connelly, D.S., Pennsylvania Research Associates, Whitesboro, NY, United States;Experiments in the smoothing of contours produced by the ECU automated contouring system are described. The result is a flexible system within which the creative and interpretive skills of the cartographer can operate to produce a result which is acceptable quantitatively and qualitatively. © 1971 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84963318711;1
Harley J.B.;"7201902926;";Place-names on the early ordnance survey maps of England and Wales;1971;Cartographic Journal;8;2;;91;104;;10;10.1179/caj.1971.8.2.91;https://www.scopus.com/inward/record.uri?eid=2-s2.0-0343038571&doi=10.1179%2fcaj.1971.8.2.91&partnerID=40&md5=a7b3366a23d9d4c8059ad74d659b08ab;Department of Geography, University of Exeter, United Kingdom;Harley, J.B., Department of Geography, University of Exeter, United Kingdom;A reconstruction is made of the methods by which the Ordnance Survey of Great Britain pioneered a system for establishing the place-name nomenclature on its maps in the nineteenth century. Until 1820 there was little to differentiate the practice of the Survey from that of earlier cartographers but, thereafter, official surveyors were encouraged to consult a wide range of written and oral authorities and were instructed to record their findings in special name books. By the midnineteenth century the essentials of the modern system had been laid down and many thousands of local names published in map form for the first time. This paper was read in a shorter form to the annual symposium of the Society in September 1970, at the University of Bristol. © 1971 The British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-0343038571;1
Bull J.;"57189719195;";Distribution maps of bcs membership as at 31st december 1969;1970;Cartographic Journal;7;2;;68;69;;;10.1179/caj.1970.7.2.68;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975019453&doi=10.1179%2fcaj.1970.7.2.68&partnerID=40&md5=b13e5a0b0597f4c7ca117a0c9383fbbc;Institute of Physical Chemistry, United States;Bull, J., Institute of Physical Chemistry, United States;As a compilation and drawing excercise, trainee draughtsmen in the Ministry of Housing and Local Government converted the BCS membership list into distribution maps, two of which are shown here. © 1970 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84975019453;1
Woodward D.;"7202311369;";The british cartography of eighteenth-century North America;1970;Cartographic Journal;7;2;;67;;;;10.1179/caj.1970.7.2.67;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975017343&doi=10.1179%2fcaj.1970.7.2.67&partnerID=40&md5=0cfef5d46136bd7a9e4082a042c9380b;The Newberry Library, United States;Woodward, D., The Newberry Library, United States;A report on four lectures given by Professor William P. Cumming which comprised the second series of the Kenneth Nebenzahl Jr. Lectures in the History of Cartography at The Newberry Library, Chicago. © British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84975017343;1
Walters G.;"57189720182;";Engraved maps from the english topographies c. 1660-1825;1970;Cartographic Journal;7;2;;81;87;;;10.1179/caj.1970.7.2.81;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975008765&doi=10.1179%2fcaj.1970.7.2.81&partnerID=40&md5=3fddfcee0b0cbb00258ae837e5c9f3ba;National Library of Wales, United Kingdom;Walters, G., National Library of Wales, United Kingdom;The lack of satisfactory printed indices to the map content of English local topographical literature is discussed. The principal categories of maps and plans are outlined and set against the value of accompanying textual commentary. Subscription lists and ‘Proposals' are noted as examples of the necessity to explore the literature in depth. This paper was presented to the annual Symposium of the Society in September 1970, at the University of Bristol. © 1970 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84975008765;1
Bartz B.S.;"56910461500;";Experimental use of the search task in an analysis of type legibility in cartography;1970;Cartographic Journal;7;2;;103;112;;22;10.1179/caj.1970.7.2.103;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975001922&doi=10.1179%2fcaj.1970.7.2.103&partnerID=40&md5=38c6cde719e21ee1ac16a2491b1bbc9b;Field Enterprises Educational Corporation, Chicago, United States;Bartz, B.S., Field Enterprises Educational Corporation, Chicago, United States;Search was used, as an experimental task to investigate one aspect of legibility in cartographic typography. Subjects searched a variety of maps under several different conditions. There are four major conclusions from this research. For random search of the maps containing only one typeface, the typographic variation from map to map did not produce a significant effect on average search time. On mixed-type maps, search is slowed if the user has no correct expectation of the appearance of the type in which the target name will appear. On these same maps, search is greatly speeded if the user has a correct expectation of the target name appearance. Search time in a one-name task is less a function of typography than it is of many other factors. © 1970 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84975001922;1
Wilson E.;"57189719827;";S.U.C. summer school 1970;1970;Cartographic Journal;7;2;;66;;;;10.1179/caj.1970.7.2.66;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974989233&doi=10.1179%2fcaj.1970.7.2.66&partnerID=40&md5=df9be086cd777d1305025013be219f14;The Society of University Cartographers, United States;Wilson, E., The Society of University Cartographers, United States;[No abstract available];;;Article;Final;;Scopus;2-s2.0-84974989233;1
Brandon J.J.;"57189722405;";Maps for planning;1970;Cartographic Journal;7;2;;77;79;;;10.1179/caj.1970.7.2.77;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974984963&doi=10.1179%2fcaj.1970.7.2.77&partnerID=40&md5=38d1e673d8660b21c9f0dd9c08434972;Ministry of Housing and Local Government, United States;Brandon, J.J., Ministry of Housing and Local Government, United States;Maps play an important part in planning at national, regional and local levels. This role should increase in the future as greater use is made of computers. This paper was presented to the annual Symposium of the Society in September 1970, at the University of Bristol. © 1970 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84974984963;1
Kolberg D.W.;"24496062200;";Population aggregations as a continuous surface: An example of computer mapping;1970;Cartographic Journal;7;2;;95;100;;;10.1179/caj.1970.7.2.95;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974980208&doi=10.1179%2fcaj.1970.7.2.95&partnerID=40&md5=6b603e648e6d02b58d3e4cbd42df34c2;State University of New York, United States;Kolberg, D.W., State University of New York, United States;Computer mapping is applied to the fields of business and planning to provide maps showing the number and percentage of persons living within a given distance at any point on the map. The use of a computer allows rapid revision of such maps which have been little used in the past due to the time factor involved in manual compilation. © 1970 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84974980208;1
Watts D.;"57189719841;";Pseudo-conical world maps;1970;Cartographic Journal;7;2;;101;102;;;10.1179/caj.1970.7.2.101;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974975557&doi=10.1179%2fcaj.1970.7.2.101&partnerID=40&md5=07c557bc85b4927a8275d29ba0f15eb8;Milford Haven Grammar School, United Kingdom;Watts, D., Milford Haven Grammar School, United Kingdom;Further developments of Pseudo-Conical projections of the whole sphere are explained. Comments on suitable names for the projections would be welcomed. © 1970 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84974975557;1
Wiggins W.D.C.;"57189723880;";The national atlas of Canada;1970;Cartographic Journal;7;2;;122;;;;10.1179/caj.1970.7.2.122;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974967396&doi=10.1179%2fcaj.1970.7.2.122&partnerID=40&md5=02e4648133038bed55b80f8c2c106431;;Wiggins, W.D.C.;[No abstract available];;;Article;Final;;Scopus;2-s2.0-84974967396;1
Ravenhill W.;"6506349906;";John norden’s maps of cornwall: A problem in the historical cartography of South-West England;1970;Cartographic Journal;7;2;;89;90;;;10.1179/caj.1970.7.2.89;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974939945&doi=10.1179%2fcaj.1970.7.2.89&partnerID=40&md5=970914a0cf6ead662f2a81e20115ed9c;University of Exeter, United Kingdom;Ravenhill, W., University of Exeter, United Kingdom;This paper discusses the evidence for the existence of John Norden’s manuscript maps of Cornwall and describes the investigations leading to their discovery. © 1970 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84974939945;1
Winterbottom D.;"57189719656;";From base map to master plan;1970;Cartographic Journal;7;2;;73;76;;;10.1179/caj.1970.7.2.73;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974931891&doi=10.1179%2fcaj.1970.7.2.73&partnerID=40&md5=f4de1cc428b299e02937ea9b3e0ad1f1;Llewelyn-Davies Weeks, Forestier-Walker and Bor, London, United Kingdom;Winterbottom, D., Llewelyn-Davies Weeks, Forestier-Walker and Bor, London, United Kingdom;The role played by maps in the planning of Milton Keynes is described in this paper. Milton Keynes is the latest of the new generation of New Towns in the UnitedKingdom. This paper was presented by the annual Symposium of the Society in September 1970 at the University of Bristol. © 1970 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84974931891;1
Gertsen W.M.;"57157358300;";Danish topographic mapping;1970;Cartographic Journal;7;2;;113;121;;;10.1179/caj.1970.7.2.113;https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974905769&doi=10.1179%2fcaj.1970.7.2.113&partnerID=40&md5=9a43e2950743fdfbb5bd88bcdebc24f1;Geodætisk Institut, Copenhagen, Denmark;Gertsen, W.M., Geodætisk Institut, Copenhagen, Denmark;This paper describes the range of topographic maps produced by the Danish Geodetic Institute, some of the production methods together with plans for the future. © 1970 British Cartographic Society.;;;Article;Final;;Scopus;2-s2.0-84974905769;1
